Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin impuestos (€)
P25CON031775772,ACTIVA,NORMAL,ES0031406104147001RR,31/05/2025,30/06/2025,07/07/2025,,,,,"1,291.91","Rambla Lluch, 15",Gavà,Barcelona,GAVÁ,0816 - Gavá ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300018976,40950,40950,0.00,52977,52977,0.00,53652,56454,"2,802.00",54762,56612,"1,850.00",20191,20191,0.00,24104,24511,407.00,"5,059.00",20020,20020,0.00,25962,25962,0.00,27852,29036,"1,161.00",28139,28910,749.00,9559,9559,0.00,2848,2852,0.00,"1,910.00",0,0.00,0,0.00,38,38.00,39,39.00,0,0.00,8,8.00,39.00,50.00,50.00,50.00,50.00,50.00,50.00,"1,032.65",170.71,15.58,62.32,10.65,271.30,0.00,0.00,,,"1,563.21",,,,,,,0.00,19029615,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775774,ACTIVA,NORMAL,ES0031406231302005SB,31/05/2025,30/06/2025,07/07/2025,,,,,"1,988.52","Av. Carrilet, 223","Hospitalet de Llobregat, L'",Barcelona,HOSPITALET DE LLOBREGAT,0806 - Hospitalet De Llobregat ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85127982,396999,396999,0.00,1012891,1,0.00,373912,377622,"3,710.00",130180,132858,"2,678.00",206593,206593,0.00,240783,243020,"2,237.00","8,625.00",41661,41661,0.00,109828,109828,0.00,39279,39345,0.00,7520,7563,0.00,16325,16325,0.00,10077,10080,0.00,0.00,0,0.00,0,0.00,44,44.00,48,48.00,0,0.00,24,24.00,48.00,50.00,51.00,51.00,51.00,51.00,100.00,"1,685.73",177.97,0.00,95.29,29.53,417.59,0.00,0.00,,,"2,406.11",,,,,,,0.00,19029617,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775737,ACTIVA,NORMAL,ES0031300524993001FR,31/05/2025,30/06/2025,07/07/2025,,,,,537.30,"Paseo del Ovalo,  8-10",Teruel,Teruel,TERUEL,4401 - Teruel ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300189442,22274,22274,0.00,31219,31219,0.00,22208,23204,996.00,22235,22778,543.00,10145,10145,0.00,32267,32716,449.00,"1,988.00",1248,1248,0.00,881,881,0.00,1799,1866,0.00,1110,1133,0.00,184,184,0.00,2122,2133,0.00,0.00,0,0.00,0,0.00,18,18.00,15,15.00,0,0.00,12,12.00,18.00,30.00,30.00,30.00,40.00,40.00,40.00,392.56,108.47,0.00,25.62,10.65,112.83,0.00,0.00,,,650.13,,,,,,,0.00,19029577,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775777,ACTIVA,NORMAL,ES0031405422205008VG,31/05/2025,30/06/2025,07/07/2025,,,,,658.42,"VIA AUGUSTA 18, NO USAR, 1-A",Barcelona,Barcelona,"VIA AUGUSTA 18, NO USAR, 1-A","0801 - Via Augusta 18, 1-A ",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300000453,25978,25978,0.00,37402,37402,0.00,21983,23351,"1,368.00",21995,22945,950.00,8860,8860,0.00,17063,17512,449.00,"2,767.00",23,23,0.00,30,30,0.00,10,11,1.00,12,12,0.00,1,1,0.00,7,7,0.00,1.00,0,0.00,0,0.00,15,15.00,20,20.00,0,0.00,14,14.00,20.00,14.00,21.00,21.00,21.00,21.00,40.00,553.76,62.50,0.00,31.51,10.65,138.27,0.00,0.00,,,796.69,,,,,,,0.00,19029620,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775778,ACTIVA,NORMAL,ES0031406191677004GP,31/05/2025,30/06/2025,07/07/2025,,,,,"1,924.70","Humbert Torres, 10",Lleida,Lleida,LLEIDA,2501 - Lleida ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95122852,210842,210842,0.00,531851,531851,0.00,218383,221257,"2,874.00",83151,85428,"2,277.00",123984,123984,0.00,250339,253964,"3,625.00","8,776.00",9902,9902,0.00,37193,37193,0.00,4659,4661,0.00,407,407,0.00,2083,2083,0.00,1954,1954,0.00,0.00,0,0.00,0,0.00,36,36.00,32,32.00,0,0.00,24,24.00,36.00,39.00,48.00,48.00,48.00,48.00,80.00,"1,650.09",152.90,0.00,92.18,29.53,404.19,0.00,0.00,,,"2,328.89",,,,,,,0.00,19029621,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461044,ACTIVA,NORMAL,ES0021000000025992GE,31/05/2025,30/06/2025,04/07/2025,,,,,369.49,"Plaza Alberto Acero, 6",Laudio/Llodio,Araba/Álava,LLODIO,0101 - Llodio ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043043,30916,30916,0.00,57433,57433,0.00,25948,26530,582.00,13721,14036,315.00,8277,8277,0.00,43738,44230,492.00,"1,389.00",3247,3247,0.00,11717,11717,0.00,8036,8036,0.00,92,92,0.00,493,493,0.00,1531,1531,0.00,0.00,0,0.00,0,0.00,9,9.33,9,9.50,0,0.00,7,7.20,9.50,21.00,23.00,23.00,23.00,23.00,50.00,265.71,78.30,0.00,17.59,7.89,77.59,0.00,0.00,,,447.08,,,,,,,0.00,19014363,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356858,ACTIVA,NORMAL,ES0021000015786110BB,31/05/2025,30/06/2025,03/07/2025,,,,,"1,107.47","Ramón y Cajal, 15",Humanes,Guadalajara,HUMANES,2827 - Humanes ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49503733,81965,81965,0.00,126689,126689,0.00,53311,55733,"2,422.00",37095,38503,"1,408.00",18454,18454,0.00,38113,38706,593.00,"4,423.00",11570,11570,0.00,16459,16459,0.00,9544,10157,613.00,5329,5742,413.00,1672,1672,0.00,2415,2476,61.00,"1,087.00",0,0.00,0,0.00,39,39.64,37,37.96,0,0.00,36,36.33,39.64,45.00,45.00,45.00,45.00,45.00,45.00,892.45,153.65,0.00,53.48,7.89,232.57,0.00,0.00,,,"1,340.04",,,,,,,0.00,19014318,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356867,ACTIVA,NORMAL,ES0031405538630005HJ,31/05/2025,30/06/2025,03/07/2025,,,,,738.16,"Pl. de l'Estació, 7",Vic,Barcelona,VIC-2,0825 - Vic-2 ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95614413,142699,142699,0.00,395577,395577,0.00,135445,136340,895.00,39760,40445,685.00,68773,68773,0.00,91009,91764,755.00,"2,335.00",54213,54213,0.00,142647,142647,0.00,25556,25556,0.00,4836,4836,0.00,14261,14261,0.00,7910,7910,0.00,0.00,0,0.00,0,0.00,12,12.00,12,12.00,0,0.00,8,8.00,12.00,60.00,60.00,60.00,60.00,60.00,60.00,450.15,204.86,0.00,33.51,49.26,155.01,0.00,0.38,,,893.17,,,,,,,0.00,19014334,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356857,ACTIVA,NORMAL,ES0021000006795982KP,31/05/2025,30/06/2025,03/07/2025,,,,,"1,377.52","Carretera Alfaro, 34",Tudela,Navarra,TUDELA,3102 - Tudela ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49886358,63498,63498,0.00,88416,88416,0.00,48444,51108,"2,664.00",39684,41605,"1,921.00",21430,21430,0.00,86945,87892,947.00,"5,532.00",5083,5083,0.00,5920,5920,0.00,2510,2715,205.00,1316,1486,170.00,853,853,0.00,4767,4821,54.00,429.00,0,0.00,0,0.00,35,35.33,38,38.22,0,0.00,21,21.50,38.22,45.00,70.00,70.00,70.00,70.00,70.00,"1,104.43",198.58,0.00,66.62,7.89,289.28,0.00,0.00,,,"1,666.80",,,,,,,0.00,19642824,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25ABA000323358,ACTIVA,ABONO,ES0021000012180263AN,31/05/2025,30/06/2025,04/07/2025,,,,,594.89,Calle Trinidad Redal Dufaur 53,Alzira,Valencia/València,ALZIRA,4605 - Alzira,,,3.0TD,ENDESA,,REAL,47511717,39356,39356,0.00,77983,77983,0.00,29492,30715,"1,223.00",19958,20694,736.00,11467,11467,0.00,28530,29122,592.00,"2,551.00",4047,4047,0.00,8367,8367,0.00,2609,2647,38.00,2042,2056,14.00,942,942,0.00,765,770,5.00,57.00,0,0.00,0,0.00,16,16.17,14,14.93,0,0.00,9,9.28,16.17,15.82,17.00,17.00,17.00,17.00,31.17,502.60,57.70,0.00,28.65,5.94,124.92,0.00,0.00,,P25CON031461039,719.81,,,,,,,0.00,19228088,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON031461062,ACTIVA,NORMAL,ES0021000005501465LT,31/05/2025,30/06/2025,04/07/2025,,,,,"2,074.61","DE SALVADOR DALI,11BIS  BAJO",Madrid,Madrid,PINTO,2808 - Pinto,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49895537,60887,60887,0.00,83870,83870,0.00,66432,70714,"4,282.00",63493,66749,"3,256.00",24965,24965,0.00,65549,66760,"1,211.00","8,749.00",12803,12803,0.00,18986,18986,0.00,18111,19345,"1,234.00",15609,16560,951.00,4856,4856,0.00,9321,9430,109.00,"2,294.00",0,0.00,0,0.00,56,56.92,48,48.22,0,0.00,48,48.58,56.92,50.00,70.00,70.00,70.00,70.00,70.00,"1,759.53",206.66,0.00,100.53,7.89,435.67,0.00,0.00,,,"2,510.28",,,,,,,0.00,19014380,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775749,ACTIVA,NORMAL,ES0031500125062001QZ,31/05/2025,30/06/2025,07/07/2025,,,,,780.78,"Ramón Berenguer III, 12",Palma,"Balears, Illes",PALMA DE MALLORCA,0701 - Palma De Mallorca ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502509373,0,930,930.00,225,961,736.00,180,180,0.00,191,191,0.00,267,267,0.00,952,1396,444.00,"2,110.00",0,309,301.00,53,305,207.00,57,57,0.00,68,68,0.00,102,102,0.00,783,1150,348.00,856.00,16,16.00,16,16.00,0,0.00,0,0.00,0,0.00,4,4.00,16.00,57.20,57.20,57.20,57.20,57.20,57.20,519.03,195.30,0.00,36.54,29.53,163.96,0.00,0.38,,,944.74,,,,,,,0.00,19029593,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356877,ACTIVA,NORMAL,ES0021000003895420HE,31/05/2025,30/06/2025,03/07/2025,,,,,"1,071.80","Avda. Madrid, 2",Logroño,"Rioja, La",LOGROÑO,2601 - Logroño ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49518897,60564,60564,0.00,96710,96710,0.00,41807,43864,"2,057.00",39337,40901,"1,564.00",18407,18407,0.00,43654,44393,739.00,"4,360.00",12770,12770,0.00,26490,26490,0.00,8964,9038,74.00,6645,6732,87.00,2967,2967,0.00,3733,3745,12.00,173.00,0,0.00,0,0.00,30,30.81,35,35.20,0,0.00,22,22.10,35.20,38.00,44.00,44.00,44.00,44.00,55.00,870.41,141.75,0.00,51.75,7.89,225.08,0.00,0.00,,,"1,296.88",,,,,,,0.00,19014345,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356859,ACTIVA,NORMAL,ES0031101306940001FH,31/05/2025,30/06/2025,03/07/2025,,,,,"1,081.46","Avda. América, 7",Córdoba,Córdoba,CÓRDOBA,1401 - Córdoba,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95390385,186149,186149,0.00,430938,430938,0.00,149847,152044,"2,197.00",49108,50658,"1,550.00",41641,41641,0.00,68361,68884,523.00,"4,270.00",7098,7098,0.00,18512,18512,0.00,7752,7752,0.00,1894,1894,0.00,2974,2974,0.00,1914,1914,0.00,0.00,0,0.00,0,0.00,20,20.00,20,20.00,0,0.00,12,12.00,20.00,40.00,40.00,40.00,40.00,40.00,55.00,862.54,138.22,0.00,51.17,29.53,227.11,0.00,0.00,,,"1,308.57",,,,,,,0.00,19014321,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461030,ACTIVA,NORMAL,ES0021000015737260AJ,31/05/2025,30/06/2025,04/07/2025,,,,,"1,743.91","Avenida de Francia, 9",Guadalajara,Guadalajara,GUADALAJARA,1901 - Guadalajara ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49517217,106459,106459,0.00,133604,133604,0.00,63537,66904,"3,367.00",48312,51360,"3,048.00",18317,18317,0.00,43566,44188,622.00,"7,037.00",13875,13875,0.00,13405,13405,0.00,4778,5071,293.00,2790,3157,367.00,953,953,0.00,1882,1884,2.00,662.00,0,0.00,0,0.00,57,57.68,56,56.65,0,0.00,26,26.56,57.68,65.00,65.00,65.00,65.00,65.00,65.00,"1,429.66",221.92,0.00,84.44,7.89,366.22,0.00,0.00,,,"2,110.13",,,,,,,0.00,19014352,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775746,ACTIVA,NORMAL,ES0031408341913001BE,31/05/2025,30/06/2025,07/07/2025,,,,,"3,262.37","Casp, 76",Barcelona,Barcelona,BARCELONA-CASP,0803 - Barcelona-Casp ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,73000421,317069,317069,0.00,776023,776023,0.00,222943,227660,"4,717.00",110506,114336,"3,830.00",95259,95259,0.00,159719,163198,"3,479.00","12,026.00",646,646,0.00,3642,3642,0.00,3827,3866,0.00,484,527,0.00,615,615,0.00,1280,1388,0.00,0.00,0,0.00,0,0.00,56,56.00,60,60.00,0,0.00,60,60.00,60.00,218.00,218.00,218.00,218.00,218.00,218.00,"2,331.29",744.30,0.00,157.25,29.53,685.10,0.00,0.00,,,"3,947.47",,,,,,,0.00,19029588,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775760,ACTIVA,NORMAL,ES0031406291522002WM,31/05/2025,30/06/2025,07/07/2025,,,,,761.72,"Josep Ricart, 6",Sant Feliu de Llobregat,Barcelona,SANT FELIU DE LLOBREGAT,0818 - Sant Feliu De Llobregat ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300001421,29669,29669,0.00,31135,31135,0.00,21878,23189,"1,311.00",21689,22549,860.00,8092,8092,0.00,28598,29111,513.00,"2,684.00",11727,11727,0.00,11127,11127,0.00,7954,8433,442.00,6657,6980,292.00,1508,1508,0.00,5600,5652,0.00,734.00,0,0.00,0,0.00,22,22.00,21,21.00,0,0.00,14,14.00,22.00,50.00,50.00,50.00,50.00,50.00,50.00,533.70,170.71,0.00,36.01,21.30,159.96,0.00,0.00,,,921.68,,,,,,,0.00,19193430,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON031775770,ACTIVA,NORMAL,ES0031104458193001FH,31/05/2025,30/06/2025,07/07/2025,,,,,841.65,"Avda. del Genil, s/nº",Écija,Sevilla,ÉCIJA,4103 - Écija ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,8515447,1719795,1,0.00,2672177,1,0.00,2172310,1,"1,904.00",367912,368695,783.00,119420,119420,0.00,519782,520143,361.00,"3,048.00",693783,693783,0.00,1081060,1,0.00,960135,961043,852.00,150425,150759,269.00,48508,48508,0.00,242414,242416,0.00,"1,121.00",0,0.00,0,0.00,28,28.00,28,28.00,0,0.00,4,4.00,28.00,27.00,56.00,56.00,56.00,56.00,56.00,618.98,144.35,9.29,39.50,29.53,176.75,0.00,0.00,,,"1,018.40",,,,,,,0.00,19029613,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
N25CON003071420,ACTIVA,NORMAL,ES0031607591971009XF,31/05/2025,30/06/2025,10/07/2025,,,,,512.84,"Arquitecto Gomez Cuesta, 6 Edif. Playazul local 5-6",Santa Cruz de Tenerife,Santa Cruz de Tenerife,TENERIFE SUR,3804 - Tenerife Sur,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300014374,9253,9253,0.00,4918,4918,0.00,6025,6025,0.00,6166,7053,887.00,2481,2967,486.00,15407,15917,510.00,"1,883.00",78,78,0.00,9,9,0.00,33,33,0.00,9,11,2.00,4,5,1.00,103,103,0.00,3.00,0,0.00,0,0.00,0,0.00,12,12.00,12,12.00,7,7.00,12.00,35.00,35.00,35.00,35.00,35.00,35.00,357.89,119.49,0.00,24.43,10.65,15.82,0.00,0.38,,,528.66,,,,,,,0.00,19029573,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031356852,ACTIVA,NORMAL,ES0021000003155140DC,31/05/2025,30/06/2025,03/07/2025,,,,,96.07,"AV LANDETA 1, BA",Azpeitia,Gipuzkoa,AZPEITIA,2002 - Azpeitia,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,186325746,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,26.40,26.40,26.40,26.40,26.40,26.40,0.00,90.13,0.00,0.00,5.94,20.17,0.00,0.00,,,116.24,,,,,,,0.00,19014304,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461058,ACTIVA,NORMAL,ES0021000008025302HR,31/05/2025,30/06/2025,04/07/2025,,,,,322.77,"Calderón de la Barca, 39",Gandia,Valencia/València,GANDÍA-2,4609 - Gandía-2 ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,176323251,19118,19118,0.00,31490,31490,0.00,15261,16042,781.00,8913,9176,263.00,4914,4914,0.00,11852,12118,266.00,"1,310.00",10458,10458,0.00,14175,14175,0.00,8796,8819,23.00,4138,4145,7.00,1472,1472,0.00,2516,2523,7.00,37.00,0,0.00,0,0.00,12,12.27,10,10.99,0,0.00,9,9.55,12.27,11.00,12.00,12.00,12.00,12.00,19.80,260.97,40.22,0.00,15.41,5.94,67.78,0.00,0.00,,,390.55,,,,,,,0.23,19014376,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461060,ACTIVA,NORMAL,ES0021000002638315XM,31/05/2025,30/06/2025,04/07/2025,,,,,"1,490.66","Gran Vía Tárrega Monteblanco, 16",Villanueva de Castellón,Valencia/València,CASTELLÓN,1201 - Castellón ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49897820,51523,51523,0.00,66331,66331,0.00,49720,53347,"3,627.00",44250,46175,"1,925.00",14967,14967,0.00,23110,23571,461.00,"6,013.00",7886,7886,0.00,8993,8993,0.00,7689,8325,636.00,6295,6622,327.00,1686,1686,0.00,669,677,8.00,971.00,0,0.00,0,0.00,42,42.83,42,42.05,0,0.00,35,35.45,42.83,39.00,66.00,66.00,66.00,66.00,66.00,"1,230.80",181.70,0.00,72.22,5.94,313.04,0.00,0.00,,,"1,803.70",,,,,,,0.00,19014378,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031461061,ANULADA,NORMAL,ES0021000005570367RV,31/05/2025,30/06/2025,04/07/2025,,,,,"1,357.27","Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890787,52316,52316,0.00,80040,80040,0.00,35751,37589,"1,838.00",31162,33003,"1,841.00",15237,15237,0.00,73344,75145,"1,801.00","5,480.00",24831,24831,0.00,36601,36601,0.00,15939,16858,919.00,13098,14120,"1,022.00",5538,5538,0.00,29793,30645,852.00,"2,793.00",0,0.00,0,0.00,34,34.16,34,34.98,0,0.00,26,26.77,34.98,60.00,60.00,60.00,60.00,60.00,60.00,"1,050.53",204.86,30.21,65.73,5.94,285.02,0.00,0.00,,,"1,642.29",,,,,,,0.00,19014379,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775766,ACTIVA,NORMAL,ES0031104482138003EL,31/05/2025,30/06/2025,07/07/2025,,,,,"2,196.18","Avda. Cabo de Gata, 25 . Edf. Vista Bahía",Almería,Almería,ALMERÍA,0401 - Almería,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95218045,281425,281425,0.00,568718,568718,0.00,145010,149217,"4,207.00",81671,84561,"2,890.00",70865,70865,0.00,116113,117086,973.00,"8,070.00",143306,143306,0.00,254135,254135,0.00,58039,61481,"3,371.00",38884,41439,"2,505.00",14630,14630,0.00,33651,33792,0.00,"5,876.00",0,0.00,0,0.00,56,56.00,56,56.00,0,0.00,36,36.00,56.00,50.00,71.70,71.70,71.70,71.70,71.70,"1,631.25",209.73,220.28,105.39,29.53,461.20,0.00,0.00,,,"2,657.38",,,,,,,0.00,19029609,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON031775773,ACTIVA,NORMAL,ES0030320039228001WB,31/05/2025,30/06/2025,07/07/2025,,,,,644.37,"Avda. de Huesca, 18",Sabiñánigo,Huesca,SABIÑÁNIGO,2203 - Sabiñánigo ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13016410,19344,19344,0.00,13211,13211,0.00,11332,12610,"1,278.00",12813,13408,595.00,6078,6078,0.00,39956,40589,633.00,"2,506.00",2956,2956,0.00,987,987,0.00,2400,2954,554.00,1984,2200,216.00,861,861,0.00,5925,6088,163.00,933.00,0,0.00,0,0.00,20,20.00,19,19.00,0,0.00,4,4.00,20.00,30.00,30.00,30.00,30.00,30.00,48.00,492.16,104.43,6.31,30.82,10.65,135.32,0.00,0.00,,,779.69,,,,,,,0.00,19029616,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON033894874,ACTIVA,NORMAL,ES0031405968956002BN,31/05/2025,30/06/2025,17/07/2025,,,,,"10,542.38","VIA AUGUSTA 34, BJO",Barcelona,Barcelona,"VIA AUGUSTA, 36","8000 - Via Augusta, 36 ",ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,53002900,1473747,1,0.00,3679215,1,0.00,1658690,1,"19,580.00",878759,892636,"13,877.00",1371148,1,0.00,2632400,1,"15,304.00","48,761.00",3804,3804,0.00,6466,6466,0.00,5363,5363,0.00,6424,6424,0.00,6404,6404,0.00,38848,38848,0.00,0.00,0,0.00,0,0.00,103,103.60,94,94.40,0,0.00,39,39.85,103.60,178.00,178.00,178.00,178.00,178.00,330.00,"9,404.94",624.66,0.00,512.78,0.00,"2,213.90",0.00,0.00,,,"12,756.28",,,,,,,0.00,19044693,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COY000243540,ACTIVA,RECTIFICATIVA,ES0021000005570367RV,31/05/2025,30/06/2025,07/07/2025,,,,,"1,357.27","Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890787,52316,52316,0.00,80040,80040,0.00,35751,37589,"1,838.00",31162,33003,"1,841.00",15237,15237,0.00,73344,75145,"1,801.00","5,480.00",24831,24831,0.00,36601,36601,0.00,15939,16858,919.00,13098,14120,"1,022.00",5538,5538,0.00,29793,30645,852.00,"2,793.00",0,0.00,0,0.00,34,34.16,34,34.98,0,0.00,26,26.77,34.98,60.00,60.00,60.00,60.00,60.00,60.00,"1,050.53",204.86,30.21,65.73,5.94,285.03,0.00,0.00,,P25CON031461061,"1,642.30",,,,,,,0.00,19228085,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25ABA000326278,ACTIVA,ABONO,ES0021000005570367RV,31/05/2025,30/06/2025,04/07/2025,,,,,"1,357.27","Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890787,52316,52316,0.00,80040,80040,0.00,35751,37589,"1,838.00",31162,33003,"1,841.00",15237,15237,0.00,73344,75145,"1,801.00","5,480.00",24831,24831,0.00,36601,36601,0.00,15939,16858,919.00,13098,14120,"1,022.00",5538,5538,0.00,29793,30645,852.00,"2,793.00",0,0.00,0,0.00,34,34.16,34,34.98,0,0.00,26,26.77,34.98,60.00,60.00,60.00,60.00,60.00,60.00,"1,050.53",204.86,30.21,65.73,5.94,285.02,0.00,0.00,,P25CON031461061,"1,642.29",,,,,,,0.00,19228089,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
